episode_index,category,suite,source_file,length,task
11058,lighting,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,140,pick up the tomato sauce and place it in the basket
11059,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,173,pick up the butter and place it in the basket
11060,lighting,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,164,pick up the butter and place it in the basket
11061,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,110,put the cream cheese in the bowl
11062,env,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,126,pick up the cream cheese and place it in the basket
11063,env,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,92,pick up the black bowl between the plate and the ramekin and place it on the plate
11064,language,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,128,pick up the salad dressing and place it in the basket
11065,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,137,pick up the black bowl on the stove and place it on the plate
11066,language,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,246,put the white mug on the plate and put the chocolate pudding to the right of the plate
11067,language,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,158,put the wine bottle on the rack
11068,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,99,put the bowl on the stove
11069,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,265,turn on the stove and put the moka pot on it
11070,lighting,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,103,put the cream cheese in the bowl
11071,camera_pose,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,135,pick up the tomato sauce and place it in the basket
11072,sensor_noise,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,148,pick up the chocolate pudding and place it in the basket
11073,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,90,put the bowl on top of the cabinet
11074,env,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,248,put both the alphabet soup and the cream cheese box in the basket
11075,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,86,turn on the stove
11076,camera_pose,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,125,pick up the black bowl from table center and place it on the plate
11077,lighting,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,163,pick up the salad dressing and place it in the basket
11078,language,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,145,pick up the tomato sauce and place it in the basket
11079,lighting,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,127,pick up the black bowl between the plate and the ramekin and place it on the plate
11080,sensor_noise,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,163,pick up the chocolate pudding and place it in the basket
11081,lighting,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,130,pick up the tomato sauce and place it in the basket
11082,language,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,136,pick up the alphabet soup and place it in the basket
11083,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,153,pick up the chocolate pudding and place it in the basket
11084,language,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,136,pick up the tomato sauce and place it in the basket
11085,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,143,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11086,lighting,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,128,pick up the salad dressing and place it in the basket
11087,env,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,199,open the top drawer and put the bowl inside
11088,language,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,107,pick up the black bowl on the ramekin and place it on the plate
11089,env,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,140,pick up the black bowl on the wooden cabinet and place it on the plate
11090,env,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,156,pick up the milk and place it in the basket
11091,sensor_noise,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,182,put the wine bottle on the rack
11092,sensor_noise,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,229,put the black bowl in the bottom drawer of the cabinet and close it
11093,lighting,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,141,pick up the milk and place it in the basket
11094,sensor_noise,libero_10,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove_demo.hdf5,450,put both moka pots on the stove
11095,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,102,pick up the black bowl on the ramekin and place it on the plate
11096,sensor_noise,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,150,pick up the ketchup and place it in the basket
11097,sensor_noise,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,243,turn on the stove and put the moka pot on it
11098,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,95,put the cream cheese in the bowl
11099,env,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,135,pick up the black bowl on the wooden cabinet and place it on the plate
11100,language,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,148,pick up the ketchup and place it in the basket
11101,language,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,100,put the bowl on top of the cabinet
11102,sensor_noise,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,264,put the white mug on the plate and put the chocolate pudding to the right of the plate
11103,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,137,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11104,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,107,pick up the black bowl next to the plate and place it on the plate
11105,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,133,pick up the black bowl next to the ramekin and place it on the plate
11106,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,103,pick up the black bowl from table center and place it on the plate
11107,lighting,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,120,pick up the tomato sauce and place it in the basket
11108,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,82,turn on the stove
11109,env,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,101,pick up the black bowl on the ramekin and place it on the plate
11110,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,108,pick up the black bowl next to the cookie box and place it on the plate
11111,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,112,put the cream cheese in the bowl
11112,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,112,put the bowl on top of the cabinet
11113,language,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,229,put the black bowl in the bottom drawer of the cabinet and close it
11114,env,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,156,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11115,env,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,187,open the top drawer and put the bowl inside
11116,lighting,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,139,pick up the black bowl on the wooden cabinet and place it on the plate
11117,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,102,put the bowl on the stove
11118,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,261,put both the alphabet soup and the tomato sauce in the basket
11119,sensor_noise,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,132,pick up the salad dressing and place it in the basket
11120,env,libero_goal,turn_on_the_stove_demo.hdf5,90,turn on the stove
11121,camera_pose,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,171,pick up the chocolate pudding and place it in the basket
11122,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,103,put the cream cheese in the bowl
11123,lighting,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,101,put the wine bottle on top of the cabinet
11124,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,113,pick up the black bowl next to the cookie box and place it on the plate
11125,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,140,pick up the black bowl on the wooden cabinet and place it on the plate
11126,lighting,libero_goal,turn_on_the_stove_demo.hdf5,103,turn on the stove
11127,camera_pose,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,270,open the top drawer and put the bowl inside
11128,env,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,93,pick up the black bowl between the plate and the ramekin and place it on the plate
11129,language,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,229,put the black bowl in the bottom drawer of the cabinet and close it
11130,lighting,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,240,put the white mug on the plate and put the chocolate pudding to the right of the plate
11131,sensor_noise,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,125,pick up the salad dressing and place it in the basket
11132,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,123,pick up the black bowl on the ramekin and place it on the plate
11133,camera_pose,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,126,open the middle drawer of the cabinet
11134,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,131,pick up the black bowl next to the ramekin and place it on the plate
11135,sensor_noise,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,164,pick up the alphabet soup and place it in the basket
11136,language,libero_goal,turn_on_the_stove_demo.hdf5,85,turn on the stove
11137,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,99,pick up the black bowl on the cookie box and place it on the plate
11138,sensor_noise,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,270,put both the alphabet soup and the cream cheese box in the basket
11139,lighting,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,115,put the bowl on the stove
11140,sensor_noise,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,138,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11141,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,124,pick up the black bowl next to the cookie box and place it on the plate
11142,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,133,pick up the salad dressing and place it in the basket
11143,lighting,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,104,put the cream cheese in the bowl
11144,env,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,125,push the plate to the front of the stove
11145,sensor_noise,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,312,turn on the stove and put the moka pot on it
11146,language,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,113,pick up the black bowl next to the cookie box and place it on the plate
11147,language,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,129,pick up the black bowl next to the ramekin and place it on the plate
11148,lighting,libero_goal,turn_on_the_stove_demo.hdf5,96,turn on the stove
11149,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,155,pick up the chocolate pudding and place it in the basket
11150,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,116,pick up the black bowl next to the plate and place it on the plate
11151,camera_pose,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,165,pick up the book and place it in the back compartment of the caddy
11152,env,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,219,put both the alphabet soup and the cream cheese box in the basket
11153,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,134,pick up the orange juice and place it in the basket
11154,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,135,pick up the black bowl next to the ramekin and place it on the plate
11155,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,75,pick up the black bowl between the plate and the ramekin and place it on the plate
11156,sensor_noise,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,171,pick up the cream cheese and place it in the basket
11157,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,129,pick up the black bowl next to the ramekin and place it on the plate
11158,env,libero_goal,turn_on_the_stove_demo.hdf5,93,turn on the stove
11159,sensor_noise,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,175,pick up the milk and place it in the basket
11160,sensor_noise,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,79,pick up the black bowl between the plate and the ramekin and place it on the plate
11161,lighting,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,114,put the bowl on the stove
11162,camera_pose,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,147,pick up the butter and place it in the basket
11163,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,124,pick up the black bowl on the wooden cabinet and place it on the plate
11164,lighting,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,182,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11165,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,149,pick up the tomato sauce and place it in the basket
11166,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,255,put both the alphabet soup and the tomato sauce in the basket
11167,language,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,116,pick up the black bowl next to the plate and place it on the plate
11168,sensor_noise,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,252,put both the cream cheese box and the butter in the basket
11169,camera_pose,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,234,turn on the stove and put the moka pot on it
11170,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,139,pick up the black bowl on the wooden cabinet and place it on the plate
11171,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,141,pick up the orange juice and place it in the basket
11172,lighting,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,219,pick up the ketchup and place it in the basket
11173,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,165,pick up the black bowl next to the plate and place it on the plate
11174,lighting,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl on the ramekin and place it on the plate
11175,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,180,pick up the book and place it in the back compartment of the caddy
11176,sensor_noise,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,165,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11177,sensor_noise,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,131,pick up the milk and place it in the basket
11178,env,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,94,put the bowl on the stove
11179,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,120,pick up the salad dressing and place it in the basket
11180,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,96,turn on the stove
11181,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,321,put both the cream cheese box and the butter in the basket
11182,env,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,258,put both the cream cheese box and the butter in the basket
11183,env,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,96,pick up the black bowl on the cookie box and place it on the plate
11184,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,150,pick up the black bowl next to the ramekin and place it on the plate
11185,camera_pose,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,108,put the bowl on top of the cabinet
11186,env,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,124,pick up the black bowl next to the cookie box and place it on the plate
11187,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,143,pick up the black bowl on the wooden cabinet and place it on the plate
11188,env,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,151,open the middle drawer of the cabinet
11189,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,129,pick up the salad dressing and place it in the basket
11190,env,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,177,pick up the salad dressing and place it in the basket
11191,language,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,119,pick up the black bowl on the wooden cabinet and place it on the plate
11192,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,173,pick up the book and place it in the back compartment of the caddy
11193,lighting,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,252,put both the alphabet soup and the cream cheese box in the basket
11194,sensor_noise,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,233,put the white mug on the left plate and put the yellow and white mug on the right plate
11195,env,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,133,pick up the orange juice and place it in the basket
11196,env,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,307,turn on the stove and put the moka pot on it
11197,sensor_noise,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,280,put both the alphabet soup and the cream cheese box in the basket
11198,lighting,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,105,pick up the black bowl between the plate and the ramekin and place it on the plate
11199,env,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,136,put the cream cheese in the bowl
11200,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,272,put both the cream cheese box and the butter in the basket
11201,camera_pose,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,115,pick up the salad dressing and place it in the basket
11202,camera_pose,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,159,pick up the ketchup and place it in the basket
11203,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,117,pick up the black bowl next to the cookie box and place it on the plate
11204,sensor_noise,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,101,put the bowl on top of the cabinet
11205,camera_pose,libero_10,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it_demo.hdf5,259,put the black bowl in the bottom drawer of the cabinet and close it
11206,sensor_noise,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,156,put the wine bottle on the rack
11207,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,245,put both the alphabet soup and the tomato sauce in the basket
11208,camera_pose,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,152,pick up the butter and place it in the basket
11209,sensor_noise,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,97,put the bowl on the stove
11210,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,164,pick up the butter and place it in the basket
11211,lighting,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,149,pick up the bbq sauce and place it in the basket
11212,camera_pose,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,253,put the white mug on the left plate and put the yellow and white mug on the right plate
11213,env,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,135,pick up the tomato sauce and place it in the basket
11214,env,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,136,open the middle drawer of the cabinet
11215,sensor_noise,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,179,pick up the alphabet soup and place it in the basket
11216,lighting,libero_10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it_demo.hdf5,267,put the yellow and white mug in the microwave and close it
11217,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,92,put the bowl on the plate
11218,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,165,pick up the chocolate pudding and place it in the basket
11219,env,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,91,put the bowl on top of the cabinet
11220,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5,140,pick up the black bowl on the stove and place it on the plate
11221,env,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,94,put the bowl on the stove
11222,sensor_noise,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,142,pick up the orange juice and place it in the basket
11223,language,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,172,pick up the alphabet soup and place it in the basket
11224,env,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,152,pick up the black bowl next to the ramekin and place it on the plate
11225,env,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,131,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
11226,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,90,put the bowl on the plate
11227,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,155,pick up the black bowl next to the ramekin and place it on the plate
11228,language,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,190,pick up the book and place it in the back compartment of the caddy
11229,language,libero_object,pick_up_the_orange_juice_and_place_it_in_the_basket_demo.hdf5,128,pick up the orange juice and place it in the basket
11230,camera_pose,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,99,put the bowl on top of the cabinet
11231,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,92,put the wine bottle on top of the cabinet
11232,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,145,pick up the black bowl on the wooden cabinet and place it on the plate
11233,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,119,pick up the black bowl from table center and place it on the plate
11234,sensor_noise,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,144,pick up the ketchup and place it in the basket
11235,lighting,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,96,pick up the black bowl on the cookie box and place it on the plate
11236,lighting,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,221,pick up the bbq sauce and place it in the basket
11237,language,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,117,pick up the black bowl on the ramekin and place it on the plate
11238,sensor_noise,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,113,put the wine bottle on top of the cabinet
11239,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,98,pick up the black bowl on the ramekin and place it on the plate
11240,sensor_noise,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,105,put the bowl on top of the cabinet
11241,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,90,put the wine bottle on top of the cabinet
11242,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,119,pick up the black bowl on the wooden cabinet and place it on the plate
11243,language,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,102,put the bowl on the stove
11244,language,libero_goal,turn_on_the_stove_demo.hdf5,79,turn on the stove
11245,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,101,pick up the black bowl on the cookie box and place it on the plate
11246,env,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,90,put the wine bottle on top of the cabinet
11247,language,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,121,pick up the black bowl next to the plate and place it on the plate
11248,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,153,pick up the butter and place it in the basket
